번호,년도,대분류,중분류,소분류,광고주,제품
TELE2(8),1978,서비스,여행,여행알선,범아관광주식회사,㈜범아관광
TELE2(80),1970,가정용품,가정용 인테리어,커튼 및 브라인드,동명목재상사,
TELE2(82),1979,정밀기기 및 사무기기,정밀기기 및 사무기기 기타,정밀기기 및 사무기기 기업PR,금성계기사,금성계기사
TELE2(83),1979,서비스,서비스 기타,서비스 기업PR,업체불명,"주)국철, 대협철강㈜,개발산업공사"
TELE2(84),1979,서비스,여행,여행알선,삼진관광주식회사,삼진관광주식회사
TELE2(85),1979,가정용품,생활잡화 및 기기,타올,대흥상회,대흥상회
TELE2(86),1979,그룹 및 기업광고,그룹광고,그룹PR,풍원비니루상사,풍원비니루상사
TELE2(87),1979,서비스,개인서비스,결혼예식업,종로예식장,종로예식장
TELE2(88),1979,제약 및 의료,의료 및 보건기관,개인병원,옥병원,옥병원
TELE2(89),1979,서비스,개인서비스,결혼예식업,문화예식장,문화예식장
TELE2(9),1978,화장품 및 보건용품,화장도구,"이,미용구",대주산업,대주산업
TELE2(90),1979,그룹 및 기업광고,그룹광고,그룹PR,한국전기공사협회,한국전기공사
TELE2(91),1979,정밀기기 및 사무기기,정밀기기 및 사무기기 기타,정밀기기 및 사무기기 기업PR,금성계전(주),금성계전주식회사
TELE2(92),1979,서비스,서비스 기타,서비스 기업PR,칠칠공사,칠칠공사
TELE2(93),1979,정밀기기 및 사무기기,사무기기,복사기,서울전자사무기주식회사,서울전자사무기주식회사
TELE2(94),1979,서비스,개인서비스,결혼예식업,행복예식장,행복예식장
TELE2(95),1979,음료 및 기호식품,비알콜음료,액상요구르트,해태음료(주),해태요구르트
TELE2(96),1979,패션,패션 기타,패션 기업PR,선경합섬주식회사,선경합섬주식회사
TELE2(99),1999,서비스,서비스 기타,서비스 기업PR,광주현대병원,광주현대병원
TELE200,1998,서비스,서비스 기타,서비스 기업PR,맨풀,기업PR
TELE201,1998,교육 및 복지후생,교육기관,기술 및 자격학원,허경뷰티타운,기업PR
TELE202,1998,교육 및 복지후생,교육기관,기술 및 자격학원,모아미용직업전문학교,기업PR
TELE203,1998,교육 및 복지후생,교육기관,기술 및 자격학원,성심미용기술학원,기업PR
TELE204,1998,교육 및 복지후생,교육기관,취미 및 레저학원,서면요리학원,기업PR
TELE205,1998,제약 및 의료,의료 및 보건기관,한의원,세화당한약방,기업PR
TELE206,1998,컴퓨터 및 정보통신,컴퓨터 및 정보통신 기타,컴퓨터 및 정보통신 기업PR,동아정보통신,기업PR
TELE207,1998,교육 및 복지후생,사회교육,직업교육,재단법인 제마직업전문학교,기업PR
TELE208,1998,산업기기,산업기기 기타,산업기기 기업PR,유엠,기업PR
TELE209,1998,교육 및 복지후생,교육기관,어학학원,서일LANGUAGE HOUSE,기업PR
TELE210,1998,정밀기기 및 사무기기,이광학기기,안경 및 콘택트렌즈,(주)아이비젼안경,기업PR
TELE211,1998,컴퓨터 및 정보통신,컴퓨터 및 정보통신 기타,컴퓨터 및 정보통신 기업PR,한국전화번호부(주),전화번호부
TELE212,1998,가정용 전기전자,음향기기,노래방기기,(주)금영,금영 코러스-88
TELE213,1998,교육 및 복지후생,교육기관,기술 및 자격학원,한국실무전산학원,기업PR
TELE214,1998,컴퓨터 및 정보통신,통신망,시외전화,(주)케이티,한국통신 시외전화
TELE215,1998,컴퓨터 및 정보통신,통신기기,휴대폰,에스케이텔레콤(주),IMT-2000
TELE216,1998,"건설,건재 및 부동산",건재,건재 제품종합,정명건업,조립식건물 외
TELE217,1998,"건설,건재 및 부동산",건재,건재 제품종합,대성건업,기업PR
TELE218,1998,컴퓨터 및 정보통신,통신망,국제전화,(주)케이티,월드폰카드
TELE219,1998,가정용품,난방기기,보일러,신성열기,린나이 가스보일러
TELE220,1998,가정용품,난방기기,보일러,(주)롯데기공,롯데 가스보일러
TELE221,1998,"건설,건재 및 부동산",건재,건재 제품종합,(주)동원개발,기업PR
TELE222,1998,"건설,건재 및 부동산",건재,건재 제품종합,명기건업,기업PR
TELE223,1998,"건설,건재 및 부동산",건재,건재 제품종합,신용건업,기업PR
TELE224,1998,"건설,건재 및 부동산",건재,건재 제품종합,우성종합산업,기업PR
TELE225,1998,"건설,건재 및 부동산",건재,건재 제품종합,해양건업,기업PR
TELE226,1998,서비스,서비스 기타,서비스기타,동아목재포장,기업PR
TELE227,1998,서비스,서비스 기타,서비스기타,남영수출포장사,기업PR
TELE228,1998,서비스,서비스 기타,서비스기타,부산목재포장,기업PR
TELE229,1998,"건설,건재 및 부동산","건설,건재 및 부동산 기타","건설,건재 및 부동산 기업PR",양일목재,기업PR
TELE230,1998,"건설,건재 및 부동산",건재,위생설비,서령환경,하수관준설
TELE231,1998,"건설,건재 및 부동산",건재,위생설비,대림설비,기업PR
TELE232,1998,그룹 및 기업광고,그룹광고,그룹PR,(주)진우기획,한국모델학원
TELE233,1998,교육 및 복지후생,교육기관,기술 및 자격학원,첨단자동차정비학원,기업PR
TELE234,1998,교육 및 복지후생,사회교육,직업교육,삼성직업전문학교,기업PR
TELE235,1998,그룹 및 기업광고,그룹광고,그룹PR,(주)대흥,기업PR
TELE236,1998,서비스,운송,육상화물운송,충남화물,기업PR
TELE237,1998,컴퓨터 및 정보통신,컴퓨터 및 정보통신 기타,컴퓨터 및 정보통신 기업PR,동아정보통신,기업PR
TELE238,1998,컴퓨터 및 정보통신,통신기기,키폰,엘지키폰 총대리점,엘지키폰 총대리점
TELE239,1998,컴퓨터 및 정보통신,컴퓨터 및 정보통신 기타,컴퓨터 및 정보통신 기업PR,부일이동통신,기업PR
TELE240,1998,가정용품,가정용품 기타,가정용품 기업PR,수림전자통신,기업PR
TELE241,1998,컴퓨터 및 정보통신,컴퓨터 및 정보통신 기타,컴퓨터 및 정보통신 기업PR,현대통신,기업PR
TELE242,2003,가정용품,난방기기,난방기기 제품종합,(주)귀뚜라미보일러,기업PR
TELE243,2003,"건설,건재 및 부동산","건설,건재 및 부동산 기타","건설,건재 및 부동산 기업PR",업체불명,집수리-방수
TELE244,2003,"건설,건재 및 부동산","건설,건재 및 부동산 기타","건설,건재 및 부동산 기업PR",물잡는 사람들,기업PR
TELE245,2003,서비스,음식 및 숙박,대중음식점,(주)명가,기업PR
TELE246,2003,가정용품,가정용품 기타,가정용품 기업PR,비데프라자,기업PR
TELE247,2003,수송기기,수송기기 기타,수송기기 기업PR,광주특장,기업PR
TELE248,2003,서비스,운송,육상화물운송,퍼펙트 익스프레스,기업PR
TELE249,2003,"건설,건재 및 부동산",건재,위생설비,매직개발,기업PR
TELE250,2003,서비스,운송,육상화물운송,광호익스프레스,기업PR
TELE251,2003,서비스,운송,육상화물운송,이사박사(주),기업PR
TELE252,2003,서비스,운송,육상화물운송,통인익스프레스,기업PR
TELE253,2003,"건설,건재 및 부동산","건설,건재 및 부동산 기타","건설,건재 및 부동산 기업PR",칠만공사,방수제
TELE254,2003,컴퓨터 및 정보통신,통신망,인터넷 통신망,(주)케이티,메가패스
TELE255,2003,컴퓨터 및 정보통신,컴퓨터 및 정보통신 기타,컴퓨터 및 정보통신 기업PR,(주)케이티,네스팟존
TELE256,2003,컴퓨터 및 정보통신,통신망,인터넷 통신망,하나로통신,기업PR
TELE257,2003,컴퓨터 및 정보통신,컴퓨터 및 정보통신 기타,컴퓨터 및 정보통신 기업PR,(주)케이티프리텔,기업PR
TELE258,2003,그룹 및 기업광고,그룹광고,그룹PR,한국제지(주),기업PR
TELE259,2003,그룹 및 기업광고,그룹광고,그룹PR,팬아시아페이퍼,기업PR
TELE260,2003,"건설,건재 및 부동산",건재,건제 제품종합,다사종합설비,기업PR
TELE261,2003,"건설,건재 및 부동산","건설,건재 및 부동산 기타","건설,건재 및 부동산 기업PR",제일함석,칼라강판
TELE262,2003,"건설,건재 및 부동산",건설,건설,형제건설,기업PR
TELE263,2003,컴퓨터 및 정보통신,컴퓨터 및 정보통신 기타,컴퓨터 및 정보통신 기업PR,한국전화번호부(주),CD번호부
TELE264,2003,서비스,음식 및 숙박,호텔,센트럴관광호텔,기업PR
TELE265,2003,가정용품,가정용품 기타,가정용품 기업PR,도원참숯공예점,기업PR
TELE265-1,2003,패션,정장의류,한복,봉선당,기업PR
TELE266,2003,컴퓨터 및 정보통신,컴퓨터 및 정보통신 기타,컴퓨터 및 정보통신 기업PR,(주)케이티,기업PR
TELE267,2003,"건설,건재 및 부동산",건재,건재 기타,가야광고공사,기업PR
TELE268,2003,그룹 및 기업광고,그룹광고,그룹PR,다정기획,기업PR
TELE269,2003,"건설,건재 및 부동산","건설,건재 및 부동산 기타","건설,건재 및 부동산 기업PR",서진,기업PR
TELE270,2003,"건설,건재 및 부동산","건설,건재 및 부동산 기타","건설,건재 및 부동산 기업PR",웅진실업,기업PR
TELE271,2003,"건설,건재 및 부동산","건설,건재 및 부동산 기타","건설,건재 및 부동산 기업PR",한빛기업,기업PR
TELE272,2003,"건설,건재 및 부동산","건설,건재 및 부동산 기타","건설,건재 및 부동산 기업PR",한국종합건재,기업PR
TELE273,2003,"건설,건재 및 부동산","건설,건재 및 부동산 기타","건설,건재 및 부동산 기업PR",팔도골재,기업PR
TELE274,2003,제약 및 의료,의료 및 보건기관,개인병원,항운외과,기업PR
TELE275,2003,제약 및 의료,의료 및 보건기관,개인병원,광주안과,기업PR
TELE276,2003,제약 및 의료,의료 및 보건기관,개인병원,베스트안과,기업PR
TELE277,2003,제약 및 의료,의료 및 보건기관,개인병원,엔탑이비인후과,기업PR
TELE278,2003,제약 및 의료,의료 및 보건기관,개인병원,고진석비뇨기과,기업PR
TELE279,2003,"건설,건재 및 부동산",건재,건재 기타,코로나상사,기업PR
TELE280,2003,"건설,건재 및 부동산",건재,건재 기타,광역개발,기업PR
TELE281,2003,"건설,건재 및 부동산","건설,건재 및 부동산 기타","건설,건재 및 부동산 기업PR",위즈 인테리어,기업PR
TELE282,2003,"건설,건재 및 부동산","건설,건재 및 부동산 기타","건설,건재 및 부동산 기업PR",이건디자인,기업PR
TELE283,2003,"건설,건재 및 부동산","건설,건재 및 부동산 기타","건설,건재 및 부동산 기업PR",동일개발,기업PR
TELE284,2003,"건설,건재 및 부동산","건설,건재 및 부동산 기타","건설,건재 및 부동산 기업PR",공간주택,기업PR
TELE285,2003,"건설,건재 및 부동산","건설,건재 및 부동산 기타","건설,건재 및 부동산 기업PR",광성앵글 인테리어,기업PR
TELE286,2003,서비스,음식 및 숙박,음식 및 숙박 기타,하나외식산업,기업PR
TELE287,2003,그룹 및 기업광고,그룹광고,그룹PR,한국전화번호부(주),한국전화번호부
TELE288,2003,제약 및 의료,의료 및 보건기관,개인병원,광주중앙병원,기업PR
TELE289,2003,그룹 및 기업광고,그룹광고,그룹PR,선진인쇄,기업PR
TELE290,2003,"금융,보험및 증권","금융,보험 및 증권기타","금융,보험 및 증권 기업PR",나오스자바,"온,오프라인 신용카드 결재 전문"
TELE291,2003,서비스,운송,육상화물운송,대한통운(주),대한통운주식회사
TELE292,2003,서비스,운송,육상화물운송,삼성익스프레스,삼성 익스프레스
TELE293,2003,서비스,운송,육상화물운송,(주)국민트랜스,국민트랜스
TELE294,2003,컴퓨터 및 정보통신,컴퓨터 및 정보통신 기타,컴퓨터 및 정보통신 기업PR,(주)넥슨,넥슨정보통신
TELE295,2003,컴퓨터 및 정보통신,컴퓨터 및 정보통신 기타,컴퓨터 및 정보통신 기업PR,슈퍼페이지,슈퍼페이지
TELE296,2003,컴퓨터 및 정보통신,컴퓨터 및 정보통신 기타,컴퓨터 및 정보통신 기업PR,슈퍼페이지,슈퍼페이지
TELE297,2003,서비스,개인서비스,인테리어 서비스,물레방아설비,기업PR
TELE298,2003,컴퓨터 및 정보통신,컴퓨터 및 정보통신 기타,컴퓨터 및 정보통신 기업PR,슈퍼페이지,슈퍼페이지
TELE299,2003,컴퓨터 및 정보통신,컴퓨터 및 정보통신 기타,컴퓨터 및 정보통신 기업PR,슈퍼페이지,슈퍼페이지
TELE3(1),1980,서비스,여행,여행알선,뉴월드관광,뉴월드관광
TELE3(10),1980,"건설,건재 및 부동산",건설,건설,한신공영(주),한신공영주식회사
TELE3(100),1962,그룹 및 기업광고,그룹광고,그룹PR,대한합판상사,
TELE3(101),1962,"금융,보험및 증권","금융,보험 및 증권기타","금융,보험 및 증권 기업PR",대한교육보험주식회사,대한교육보험주식회사
TELE3(102),1962,그룹 및 기업광고,그룹광고,그룹PR,삼양제약주식회사,
TELE3(103),1962,서비스,음식 및 숙박,호텔,금수장호텔,금수장호텔
TELE3(104),1962,서비스,음식 및 숙박,호텔,대화호텔,대화호텔
TELE3(106),1977,가정용품,가정용 인테리어,커튼 및 브라인드,무궁화장식,
TELE3(107),1977,식품,식품 기타,식품 기업PR,롯데제과(주),
TELE3(108),1977,제약 및 의료,의료 및 보건기관,개인병원,을지병원,을지병원
TELE3(109),1977,서비스,운송,버스운송,한일교통,한일교통
TELE3(110),1977,서비스,여행,여행알선,범아관광주식회사,범아관광주식회사
TELE3(111),1977,서비스,여행,여행알선,금성관광,금성관광
TELE3(112),1977,수송기기,수송기기 기타,수송기기 기업PR,기아산업,기아
TELE3(113),1977,화장품 및 보건용품,화장도구,"이,미용구",대주산업㈜,
TELE3(114),1977,그룹 및 기업광고,그룹광고,그룹PR,중앙제작소,중앙제작소
TELE3(115),1977,가정용품,가정용 인테리어,커튼 및 브라인드,"대왕경금속공업사,제일카텐상사","대왕경금속공업사,제일카텐상사"
TELE3(116),1977,정밀기기 및 사무기기 ,문구류,노트 및 종이류,대우 전자사,하이퍼CC
TELE3(117),1977,그룹 및 기업광고,그룹광고,그룹PR,삼성판매장,삼성판매장
TELE3(118),1977,서비스,개인서비스,사진현상 및 인화,허바허바 사장,허바허바 사장
TELE3(119),1977,산업기기,산업기기 기타,산업기기 기타,삼부전기공업주식회사,삼부전기공업주식회사
TELE3(12),1968,식품,조미향신료,조미료,미풍산업,
TELE3(120),1977,산업기기,산업기기 기타,산업기기 기타,대우방재(소방)기업사,대우방재(소방)기업사
TELE3(121),1977,그룹 및 기업광고,그룹광고,그룹PR,대한방화설비주식회사,
TELE3(122),1977,가정용품,난방기기,보일러,동성보일러제작소,동성보일러제작소
TELE3(123),1977,가정용품,난방기기,보일러,고려강철주식회사,고려강철주식회사
TELE3(124),1977,서비스,개인서비스,장의,국제장의쎈타,국제장의쎈타
TELE3(125),1977,"건설,건재 및 부동산","건설,건재 및 부동산 기타","건설,건재 및 부동산 기업PR",동해천막사,동해천막사
TELE3(127),2000,교육 및 복지후생,교육기관,기술 및 자격학원,한국사회교육개발원,한국사회교육개발원
TELE3(128),2000,서비스,운송,육상화물운송,우진 익스프레스 주식회사,우진 익스프레스 주식회사
TELE3(129),2000,컴퓨터 및 정보통신,통신망,인터넷 통신망,(주)케이티,한국통신
TELE3(13),1968,가정용품,가정용 인테리어,커튼 및 브라인드,뉴카-텐센타,
TELE3(130),2000,정밀기기 및 사무기기,정밀기기 및 사무기기 기타,정밀기기 및 사무기기 기업PR,삼성전자(주),삼성전자
TELE3(131),2000,서비스,서비스 기타,서비스 기업PR,끼깔라 기획,끼깔라 기획
TELE3(132),2000,서비스,서비스 기타,서비스 기업PR,끼깔라 기획,끼깔라 기획
TELE3(133),2000,컴퓨터 및 정보통신,통신망,인터넷 통신망,(주)케이티,한국통신
TELE3(134),2000,컴퓨터 및 정보통신,통신망,인터넷 통신망,(주)케이티,한국통신
TELE3(135),2000,서비스,운송,육상화물운송,삼육익스프레스,삼육 익스프레스
TELE3(136),2000,서비스,서비스 기타,서비스 기업PR,한국전화번호부(주),한국전화번호부
TELE3(137),2000,서비스,물품임대,운송장비 임대,동원 렌터카,동원 렌터카
TELE3(138),2000,서비스,물품임대,운송장비 임대,렌터카 장원,렌터카 장원
TELE3(139),2000,서비스,운송,육상화물운송,미래창조 익스프레스,미래창조 익스프레스
TELE3(14),1968,가정용 전기전자,가정용 전기전자 기타,가정용 전기전자 제품종합,금성코너,금성코너
TELE3(140),2000,서비스,운송,육상화물운송,이사박사(주),이사박사
TELE3(141),2000,산업기기,산업기기 기타,산업기기 기타,가감앵글산업,가감앵글산업
TELE3(142),2000,컴퓨터 및 정보통신,통신망,인터넷 통신망,(주)케이티,한국통신
TELE3(143),2000,서비스,서비스 기타,서비스 기업PR,한국전화번호부(주),한국전화번호부
TELE3(144),2000,서비스,운송,항공화물운송,삼조해운항공,삼조해운항공
TELE3(146),1976,화학공업,화학제품,오디오 및 비디오테이프,외국어어학사,외국어어학사
TELE3(147),1976,서비스,서비스 기타,서비스 기업PR,진흥산업주식회사,진흥산업주식회사
TELE3(148),1976,제약 및 의료,의료 및 보건기관,종합병원,영락크리닉,영락크리닉
TELE3(149),1976,화학공업,고무 및 플라스틱,고무,제일소방공업㈜,고래표소방호수
TELE3(15),1968,"금융,보험및 증권","금융,보험 및 증권기타","금융,보험 및 증권 기업PR",대한교육보험주식회사,대한교육보험
TELE3(150),1976,가정용품,가구류,사무용 가구,수도보일러사,리바트 사무용 가구
TELE3(151),1976,서비스,음식 및 숙박,호텔,제주관광호텔,제주관광호텔
TELE3(153),2002,그룹 및 기업광고,그룹광고,그룹PR,팬아시아페이퍼,팬아시아페이퍼
TELE3(154),2002,서비스,운송,육상화물운송,(주)국민트랜스,㈜국민트랜스 서초점
TELE3(155),2002,그룹 및 기업광고,그룹광고,그룹pr,디자인 오노,디자인 오노
TELE3(156),2002,출판,신문,중앙신문,(주)세계일보,세계일보
TELE3(157),2002,출판,신문,중앙신문,(주)디지털타임즈,디지털 타임스
TELE3(158),2002,컴퓨터 및 정보통신,통신망,인터넷 통신망,(주)케이티,한국통신
TELE3(159),2002,출판,신문,경제신문,(주)서울경제신문,서울경제
TELE3(16),1968,서비스,음식 및 숙박,대중음식점,금문도,금문도
TELE3(160),2002,정밀기기 및 사무기기,문구류,노트 및 종이류,팬사이사페이퍼,팬사이사페이퍼
TELE3(161),2002,컴퓨터 및 정보통신,통신망,인터넷 통신망,하나로통신,하나로통신㈜
TELE3(162),2002,컴퓨터 및 정보통신,컴퓨터 및 정보통신 기타,컴퓨터 및 정보통신 기업PR,(주)케이티프리텔,KTF
TELE3(163),2002,컴퓨터 및 정보통신,컴퓨터 및 정보통신 기타,컴퓨터 및 정보통신 기업PR,(주)케이티프리텔,KTF
TELE3(164),2002,정밀기기 및 사무기기,문구류,노트 및 종이류,한국제지(주),한국제지
TELE3(165),2002,컴퓨터 및 정보통신,컴퓨터 및 정보통신 기타,컴퓨터 및 정보통신 기업PR,한국디지털위성방송(주),한국디지털위성방송
TELE3(166),2002,컴퓨터 및 정보통신,통신망,통신망 기타,(주)케이티,KT
TELE3(167),2002,컴퓨터 및 정보통신,통신망,통신망 기타,(주)케이티,KT
TELE3(17),1968,서비스,음식 및 숙박,대중음식점,대려도,대려도
TELE3(18),1968,서비스,음식 및 숙박,대중음식점,아서원,아서원
TELE3(19),1968,서비스,서비스 기타,서비스 기업PR,영화지업사,영화지업사
TELE3(2),1980,서비스,여행,여행알선,경남관광,경남관광
TELE3(20),1968,서비스,서비스 기타,서비스 기업PR,천우수출단보루공업사,천우수출단보루공업사
TELE3(21),1968,서비스,서비스 기타,서비스 기업PR,한국수출포장공업주식회사,한국수출포장공업주식회사
TELE3(22),1968,패션,패션 기타,패션 기업PR,금학타올,금학타올
TELE3(23),1968,서비스,서비스 기타,서비스 기업PR,대성천막,대성천막
TELE3(24),1968,"건설,건재 및 부동산","건설,건재 및 부동산 기타","건설,건재 및 부동산 기업PR",신안공업사,신안공업사
TELE3(25),1968,가정용품,가정용품 기타,가정용품 기업PR,한일공업,
TELE3(26),1968,서비스,여행,여행알선,국제관광공사,국제관광공사
TELE3(28),1992,음료 및 기호식품,비알콜음료,생수,북청물장수,북청물장수
TELE3(3),1980,그룹 및 기업광고,그룹광고,그룹PR,삼보지질주식회사,파나관광
TELE3(30),1992,컴퓨터 및 정보통신,컴퓨터 및 정보통신 기타,컴퓨터 및 정보통신 기업PR,(주)삼광기전,㈜삼광기전
TELE3(31),1992,컴퓨터 및 정보통신,컴퓨터 및 정보통신 기타,컴퓨터 및 정보통신 기업PR,㈜경성통신,㈜경성통신
TELE3(32),1992,서비스,운송,육상화물운송,한양익스프레스,한양익스프레스
TELE3(33),1992,가정용품,가구류,사무용 가구,미모아,미모아
TELE3(34),1992,가정용품,가구류,가정용 가구,대주산업㈜,
TELE3(35),1992,가정용품,가구류,사무용 가구,㈜목림아트팩,㈜목림아트팩
TELE3(36),1992,가정용품,가구류,사무용 가구,㈜을지리바트,㈜을지리바트
TELE3(37),1992,정밀기기 및 사무기기,정밀기기 및 사무기기 기타,정밀기기 및 사무기기 기업PR,크라운 골드 금고,크라운 골드 금고
TELE3(38),1992,가정용품,가정용품 기타,가정용품 기업PR,주식회사 헤드 윈,
TELE3(39),1992,가정용품,가정용품 기타,가정용품 기업PR,주)국보건장,
TELE3(4),1980,서비스,여행,여행알선,파나관광,파나관광
TELE3(40),1992,서비스,개인서비스,인테리어 서비스,주식회사 신광 인테리어,주식회사 신광 인테리어
TELE3(41),1992,서비스,개인서비스,인테리어 서비스,㈜토탈아트스페이스,㈜토탈아트스페이스
TELE3(42),1992,서비스,개인서비스,인테리어 서비스,홍인 디자인,홍인 디자인
TELE3(43),1992,컴퓨터 및 정보통신,컴퓨터 및 정보통신 기타,컴퓨터 및 정보통신 기업PR,뉴콤데이타시스템,뉴콤데이타시스템
TELE3(44),1992,컴퓨터 및 정보통신,컴퓨터 및 정보통신 기타,컴퓨터 및 정보통신 기업PR,혜성통신,혜성통신
TELE3(45),1992,컴퓨터 및 정보통신,컴퓨터 및 정보통신 기타,컴퓨터 및 정보통신 기업PR,전화시스템㈜,전화시스템㈜
TELE3(46),1992,컴퓨터 및 정보통신,컴퓨터 및 정보통신 기타,컴퓨터 및 정보통신 기업PR,제일통신,제일통신
TELE3(47),1992,컴퓨터 및 정보통신,컴퓨터 및 정보통신 기타,컴퓨터 및 정보통신 기업PR,세계전자통신㈜,세계전자통신㈜
TELE3(48),1992,컴퓨터 및 정보통신,통신기기,통신기기 기타,제3통신,제3통신
TELE3(49),1992,컴퓨터 및 정보통신,컴퓨터 및 정보통신 기타,컴퓨터 및 정보통신 기업PR,대신정보통신(주),대신정보통신주식회사
TELE3(5),1980,서비스,여행,여행알선,용진관광,용진관광
TELE3(51),1985,정밀기기 및 사무기기,사무기기,사무기기 기타,금성전기(주),금성전기㈜
TELE3(52),1985,컴퓨터 및 정보통신,통신기기,통신기기 기타,현대전자산업(주),현대전자
TELE3(53),1985,가정용품,가구류,사무용 가구,삼신양행,주)삼신양행
TELE3(55),1985,관공서 및 단체,관공서 및 단체 기타,관공서 및 단체 기업PR,관세청,관세청
TELE3(57),1964,음료 및 기호식품,비알콜음료,기타 과실음료,삼미식품공업주식회사,
TELE3(58),1964,음료 및 기호식품,알콜음료,소주,삼성상회,순곡미성소주
TELE3(59),1964,서비스,여행,여행알선,한국여행사,한국여행사
TELE3(6),1980,산업기기,농림축수산용 기기,"펄프, 제지 및 목재 가공기계",세대제지공업주식회사,세대제지공업주식회사
TELE3(60),1964,서비스,여행,여행알선,(주)경북관광,경북관광주식회사
TELE3(61),1964,서비스,개인서비스,결혼예식업,낙원예식장,낙원예식장
TELE3(62),1964,음료 및 기호식품,알콜음료,소주,봉조상사,봉조상사
TELE3(63),1964,그룹 및 기업광고,그룹광고,그룹PR,공작비니루상사,공작비니루상사
TELE3(64),1964,제약 및 의료,의료 및 보건기관,의료 및 보건기관 기타,동산약국,동산약국
TELE3(65),1964,음료 및 기호식품,알콜음료,소주,친우양조장,친우양조장
TELE3(66),1964,서비스,음식 및 숙박,여관,남양여관,남양여관
TELE3(67),1964,기초재,"석탄,석유 및 가스",석탄,주식회사대성,주식회사대성
TELE3(68),1964,기초재,"석탄,석유 및 가스",가스,삼정까스경북직매소,삼정까스경북직매소
TELE3(69),1964,서비스,운송,택시운송,구일택시,구일택시
TELE3(7),1980,가정용품,악기류,피아노,동일 피아노사,동일 피아노사
TELE3(71),1966,그룹 및 기업광고,그룹광고,그룹PR,경기염료 주식회사,경기염료 주식회사
TELE3(72),1966,서비스,서비스 기타,서비스 기업PR,주)동광목재상사,주)동광목재상사
TELE3(73),1966,패션,패션 기타,패션 기업PR,조선모직주식회사,조선모직주식회사
TELE3(74),1966,서비스,여행,여행알선,현대관광주식회사,현대관광주식회사
TELE3(75),1966,수송기기,수송기기 기타,수송기기 기업PR,대영실업,대영실업주식회사
TELE3(76),1966,가정용품,가정용 인테리어,커튼 및 브라인드,코리아카텐상사,
TELE3(77),1966,"건설,건재 및 부동산","건설,건재 및 부동산 기타","건설,건재 및 부동산 기업PR",한국스레트,한국스레트
TELE3(78),1966,패션,패션 기타,패션 기업PR,진양화학공업주식회사,진양화학공업주식회사
TELE3(79),1966,패션,패션 기타,패션 기업PR,태일실업주식회사,태일실업주식회사
TELE3(8),1980,가정용품,악기류,피아노,한일피아노사,한일 피아노
TELE3(80),1966,패션,신발류,캐줄얼화,동양고무,동양고무
TELE3(81),1966,식품,조미향신료,장류,신한제분주식회사,맛나니
TELE3(82),1966,서비스,서비스 기타,서비스 기업PR,우정,우정
TELE3(83),1966,패션,내의류,남녀 기초의류,조광무역,조광무역주식회사
TELE3(84),1966,서비스,서비스 기타,서비스 기업PR,남일산업주식회사,남일산업주식회사
TELE3(85),1966,패션,패션 신변용품,패션 액세서리,명성당,명성당
TELE3(86),1966,패션,패션 신변용품,패션 액세서리,명보사,명보사
TELE3(87),1966,화학공업,고무 및 플라스틱,타이어,흥아공업유한회사,흥아타이야
TELE3(89),1962,서비스,서비스 기타,서비스 기업PR,육일사,육일사
TELE3(9),1980,서비스,개인서비스,결혼예식업,진주 예식장,진주 예식장
TELE3(90),1962,정밀기기 및 사무기기,정밀기기 및 사무기기 기타,정밀기기 및 사무기기 기업PR,신한미싱제조주식회사,신한미싱제조주식회사
TELE3(91),1962,가정용품,가정용품 기타,가정용품 기업PR,건미산업사,
TELE3(92),1962,가정용품,가정용품 기타,가정용품 기업PR,"주)영본상회, 재건기업주식회사",
TELE3(93),1962,서비스,서비스 기타,서비스 기업PR,뉴-데자인연구소,뉴-데자인연구소
TELE3(94),1962,화학공업,고무 및 플라스틱,타이어,평화다이야공업사,평화다이야
TELE3(95),1962,식품,식품 기타,식품 기업PR,뉴서울,
TELE3(96),1962,패션,패션 신변용품,패션 액세서리,정금사,정금사
TELE3(97),1962,산업기기,산업기기 기타,산업기기 기타,태흥사,태흥사
TELE3(98),1962,가정용 전기전자,영상기기,TV,한국TV사,
TELE3(99),1962,"건설,건재 및 부동산","건설,건재 및 부동산 기타","건설,건재 및 부동산 기업PR",대일목재공업주식회사,대일목재공업주식회사
TELE300,2003,서비스,전문서비스,보안서비스,텔레캅서비스(주),KT텔레캅
TELE301,2003,컴퓨터 및 정보통신,컴퓨터 및 정보통신 기타,컴퓨터 및 정보통신 기업PR,문성칼라복사,기업PR
TELE302,2003,정밀기기 및 사무기기,문구류,노트 및 종이류,한국제지(주),기업PR
TELE303,1974,정밀기기 및 사무기기,정밀기기 및 사무기기 기타,정밀기기 및 사무기기 기업PR,삼양상사,기업PR
TELE304,1974,제약 및 의료,의료 및 보건기관,의료 및 보건기관 기타,미보약국,기업PR
TELE305,1974,제약 및 의료,의료 및 보건기관,개인병원,최형곤정형외과,기업PR
TELE306,1974,서비스,운송,육상화물운송,새부산이삿짐,기업PR
TELE307,1974,정밀기기 및 사무기기,정밀기기 및 사무기기 기타,정밀기기 및 사무기기 기업PR,성광벤드,기업PR
TELE308,1974,서비스,음식 및 숙박,대중음식점,오륙도불고기센타,기업PR
TELE309,1974,그룹 및 기업광고,그룹광고,그룹PR,신안공업사,기업PR
