파일명,년도,광고주,대분류,중분류,소분류,제품명,제목,대행사
ABA00308.wma,,거북산표,가정용품,주방용품,조리용구,남선실버스톤,평생토록 새것같아요,
ABA00309.wma,,노아완구,가정용품,완구류,작동완구,노아거북선,새로나온 장난감,
ABA00310.wma,,(주)범아침장,가정용품,가정용 인테리어,침구류 및 솜,다크론,아빠를 졸라야지,
ABA00311.wma,,레이디가구,가정용품,가구류,침대,레이디레스토닉침대,편안한 이유가 있습니다,
ABA00312.wma,,(주)대우,가정용품,악기류,피아노,로얄피아노,평새을 보증하는,
ABA00313.wma,,대림통상(주),가정용품,주방용품,주방용품 제품종합,리빙스타,주방이 새로 눈을 뜬다,
ABA00315.wma,,동우산업개발,가정용품,가구류,주방용 가구,마미뗄,주방예술,
ABA00316.wma,,나폴레옹,가정용품,완구류,타는완구,베이비카,교통질서를 잘지키는 아이,
ABA00317.wma,,(주)서진완구,가정용품,완구류,"조립, 모형완구",변신스턴트로보트,우리의 친구,
ABA00318.wma,,(주)보루네오가구,가정용품,가구류,주방용 가구,보르네오 키친,부엌가구보러오셨군요,
ABA00319.wma,,후지카대원전기,가정용품,주방용품,가스렌지 및 석유곤로,브루스타,휴대용가스레인지,
ABA00320.wma,,후지카대원전기,가정용품,주방용품,가스렌지 및 석유곤로,브루스타,휴대하기 간편한,
ABA00321.wma,,삼익물산(주),가정용품,주방용품,주방용 저장기구,삼익쌀통,편리한 쌀통,
ABA00322.wma,,(주)삼익가구,가정용품,가구류,가정용 가구,삼익혼례용가구,84년 신제품,
ABA00323.wma,,(주)상일가구,가정용품,가구류,가정용 가구,상일 크라식가구,당신은 만족할수 있습니다,
ABA00324.wma,,세고비아,가정용품,악기류,악기류 기타,세고비아,통화중 전화멘트,
ABA00325.wma,,세고비아,가정용품,악기류,악기류 기타,세고비아,형 비가와,
ABA00326.wma,,세고비아,가정용품,악기류,악기류 기타,세고비아,형 비가와,
ABA00328.wma,,라니산업(주),가정용품,주방용품,가스렌지 및 석유곤로,썬버너,태양이 있는 곳에,
ABA00330.wma,,(주)에이스침대,가정용품,가구류,침대,에이스실리침대,만족을 드립니다,
ABA00331.wma,,(주)에이스침대,가정용품,가구류,침대,에이스재스민침대,한송이 아름다운 꿈,
ABA00332.wma,,영창악기제조(주),가정용품,악기류,피아노,영창피아노,대를 물리는 피아노,
ABA00333.wma,,대원완구,가정용품,완구류,일반완구,오리진,자동야구배트,
ABA00334.wma,,린나이코리아(주),가정용품,주방용품,가스렌지 및 석유곤로,이중안전가스레인지,안전가스레인지,
ABA00335.wma,,새한,가정용품,완구류,일반완구,탁틱스킹,머리를 쓰는,
ABA00336.wma,,풍년,가정용품,주방용품,솥 및 압력밥솥,풍년압력솥,소문들으셨어요,
ABA00337.wma,,(주)한샘,가정용품,가구류,주방용 가구,한샘부엌,21세기 꿈의 부엌,
ABA00339.wma,,노아완구,가정용품,완구류,작동완구,환타지아,우주관광버스,
ABA00001.wma,1992,(주)스위스카타딘,가정용품,주방용품,정수기,카타딘정수기,정수시스템,
ABA00002.wma,1992,매종프랑세스,가정용품,가구류,가정용 가구,매종프랑세스,좁은공간을활용,
ABA00003.wma,1992,(주)스위스카타딘,가정용품,주방용품,정수기,카타딘정수기,인류와함께70년,
ABA00004.wma,1993,(주)스위스카타딘,가정용품,주방용품,정수기,카타딘정수기,산업용및가정용,
ABA00007.wma,1993,크로니침대,가정용품,가구류,침대,크로니침대,새로운이름,
ABA00008.wma,1993,(주)삼익가구,가정용품,가구류,가정용 가구,삼익가구,한정판매,
ABA00009.wma,1993,(주)삼익가구,가정용품,가구류,가정용 가구,삼익가구,전품목세일,
ABA00011.wma,,프로방스,가정용품,가구류,가정용 가구,프로방스,전통가죽쇼파,
ABA00013.wma,1993,썬플렉스갤러리,가정용품,가정용 인테리어,커튼 및 브라인드,썬플렉스,집안분위기가달라졌네,
ABA00020.wma,1994,마미완구,가정용품,완구류,일반완구,사이버그3000,움직이는모형,
ABA00022.wma,1994,진브라인드,가정용품,가정용 인테리어,커튼 및 브라인드,진브라인드,직접만들어요,
ABA00023.wma,1995,세신실업,가정용품,주방용품,주방용품 제품종합,퀸센스,주방용품,
ABA00024.wma,1995,승현하우징,가정용품,가정용 인테리어,바닥용 장식재,원우드,바닥의표정이살아있다,
ABA00025.wma,1995,토익피아,가정용품,완구류,일반완구,플레이모빌,흥미진지한모험의세계,
ABA00026.wma,1995,하이츠가구,가정용품,가구류,가정용 가구,하이츠가구,맘에쏙들여요,
ABA00029.wma,1995,하이츠가구,가정용품,가구류,가정용 가구,하이츠가구,빅세일,
ABA00033.wma,,대원산업,가정용품,가구류,침대,킹코지침대,자연목디자인,
ABA00036.wma,,(주)엘지,가정용품,주방용품,정수기,LG미네피아정수기,정수한이물소리,(주)엘지애드
ABA00037.wma,,엘지전자(주),가정용품,주방용품,정수기,LG미네피아정수기,완벽정수에도전한다,(주)엘지애드
ABA00038.wma,,(주)엘지화학,가정용품,가정용 인테리어,바닥용 장식재,뉴그린우드,정말좋아,(주)엘지애드
ABA00039.wma,,(주)엘지화학,가정용품,가정용 인테리어,바닥용 장식재,온돌마루,분위기종고,(주)엘지애드
ABA00040.wma,,(주)영실업,가정용품,완구류,일반완구,주쥬,아이에게는가족입니다,(주)엘지애드
ABA00041.wma,1992,(주)삼익가구,가정용품,가구류,가정용 가구,베르사이유,예술의숨결,(주)제일기획
ABA00042.wma,,(주)삼익가구,가정용품,가구류,가정용 가구,삼익가구,실속예약세일,(주)제일기획
ABA00043.wma,1992,웅진코웨이(주),가정용품,주방용품,정수기,웅진코웨이,깡깡해야죠,(주)제일기획
ABA00044.wma,,영창악기제조(주),가정용품,악기류,피아노,베스피아노,명품정신과,(주)제일기획
ABA00045.wma,1992,(주)삼익가구,가정용품,가구류,가정용 가구,베르사이유,클래식가구의찬란함,(주)제일기획
ABA00046.wma,1993,웅진코웨이(주),가정용품,주방용품,정수기,웅진코웨이정수기,건강을위해서는,(주)제일기획
ABA00047.wma,1994,영창악기제조(주),가정용품,악기류,피아노,영창디지털피아노,피아노소리가보통이아닌대,(주)제일기획
ABA00049.wma,1994,영창악기제조(주),가정용품,악기류,피아노,영창디지털피아노,소리의미래를열어가는,(주)제일기획
ABA00050.wma,,영창악기제조(주),가정용품,악기류,피아노,영창디지털피아노,피아노는즐겨야한다,(주)제일기획
ABA00051.wma,1995,(주)미미월드,가정용품,완구류,일반완구,미미공주탄생,난우리집공주,(주)제일기획
ABA00056.wma,1994,웅진코웨이(주),가정용품,주방용품,정수기,웅진코웨이,건강비결편,(주)제일기획
ABA00057.wma,1994,영창악기제조(주),가정용품,악기류,피아노,영창디지털피아노,깊고풍부한음의세계,(주)제일기획
ABA00058.wma,1994,영창악기제조(주),가정용품,악기류,피아노,디지털피아노,소리의미래,(주)제일기획
ABA00059.wma,1995,메산,가정용품,가구류,침대,온돌침대,세상이바뀌었다,(주)제일기획
ABA00060.wma,1995,삼성전자(주),가정용품,주방용품,정수기,바이오정수기,필터,(주)제일기획
ABA00061.wma,1996,경원세기,가정용품,주방용품,정수기,청정냉온수유닛,정수기만든이유,(주)제일기획
ABA00062.wma,1996,경원세기,가정용품,주방용품,정수기,청정냉온수기,까다로운나,(주)제일기획
ABA00063.wma,,(주)보루네오가구,가정용품,가구류,가정용 가구,보루네오가구,고객만족서비스선언,삼희기획
ABA00064.wma,,노송가구(주),가정용품,가구류,가정용 가구,노송예쁘제,가구는뭘로하지,
ABA00066.wma,,(주)해동,가정용품,"취미,레저용품",낚시용품,해동맴버스,부드럽게줄을보호한다,C&C
ABA00067.wma,1994,한국듀폰(주),가정용품,주방용품,조리용구,실버스톤후라이팬,오래써도새것같은,
ABA00068.wma,1994,한국듀폰(주),가정용품,주방용품,조리용구,실버스톤선물대잔치,푸짐한상품을드립니다,
ABA00069.wma,1994,노송가구(주),가정용품,가구류,가정용 가구,노송가구,전품목세일,
ABA00070.wma,1994,(주)삼익악기,가정용품,악기류,피아노,아르떼,깁고부드러운소리,
ABA00071.wma,1995,(주)에스아이가구,가정용품,가구류,가정용 가구,SI가구,디자인중심가구,
ABA00072.wma,1995,한국도자기(주),가정용품,주방용품,조리용구,한국도자기,청주직영센타개장기년할인판매,
ABA00074.wma,1993,코리아하이답프,가정용품,가구류,주방용 가구,훼미리부엌가구,주방을두배로,KEY
ABA00076.wma,1994,(주)한양목재,가정용품,가구류,가정용 가구,라자가구,좋은나무만으로,동국CM
ABA00078.wma,,엘르미라노침대가구,가정용품,가구류,침대,엘르밀라노침대,품격의절정,
ABA00079.wma,,(주)엘지화학,가정용품,가정용 인테리어,벽지,모젤벽지,그대만을사랑해,(주)엘지애드
ABA00080.wma,,엘지전자(주),가정용품,주방용품,정수기,LG미네피아,미네랄이살아있다,(주)엘지애드
ABA00082.wma,1993,대우전자,가정용품,악기류,피아노,대우벨로체,디지탈피아노,삼희기획
ABA00084.wma,1994,한화종합화학,가정용품,가정용 인테리어,바닥용 장식재,에머랄드,바닥장식제의명품,삼희기획
ABA00086.wma,1993,레이디가구,가정용품,가구류,가정용 가구,레이디가구,자존심,나라기획
ABA00087.wma,1993,레이디가구,가정용품,가구류,침대,레스토닉침대,허리있는침대,나라기획
ABA00088.wma,1993,레이디가구,가정용품,가구류,가정용 가구,레이디가구,생각해서고르는가구,나라기획
ABA00090.wma,,(주)엘지생활건강,가정용품,가정용 인테리어,벽지,모젤벽지,모젤벽지SONG,(주)엘지애드
radio2000_084.mp3,,웅진코웨이(주),가정용품,주방용품,정수기,웅진코웨이,내몸도 깐깐하게,(주)오리콤
radio2000_086.mp3,,청호나이스(주),가정용품,주방용품,정수기,청호디지털정수기,정수기도 이제 디지털이 표준이에요,(주)제일기획
radio2000_140.mp3,,(주)보루네오가구,가정용품,가구류,가정용 가구,보루네오,결혼 동감,(주)코래드
radio2000_142.mp3,,(주)에이스침대,가정용품,가구류,침대,에이스침대,욕심내십시오,(주)오리콤
radio2000_148.mp3,,제일가구,가정용품,가구류,가정용 가구,제일가구(도미노세일편),유명가구 도미노 세일,(주)문화비젼
radio2000_149.mp3,,(주)크린랩,가정용품,주방용품,고무장갑,크린터치 고무장갑,손에 딱 붙어서 너무 좋은,(주)대보기획
radio2000_150.mp3,,포스텍가구,가정용품,가구류,가정용 가구,포스텍,여자라면 꼭 갖고 싶은 가구,(주)문화비젼
radio2000_214.mp3,,(주)렌토,가정용품,"취미,레저용품",헬스기구,매직후프 디지털,나를 디자인하자,(주)필애드
A3000001.wma,,경원산업,화학공업,화학제품,밧데리,쏠라이트밧데리,경쾌한 시동,
A5A00049.wma,,(주)일목필름,화학공업,화학제품,필름,카루나,몽고현지촬영,
A5A00111.wma,1994,세한,화학공업,화학제품,오디오 및 비디오테이프,오리온테입,시간은흘러도소리는남는다,(주)제일기획
ACA00067.wma,,고려화학(주),화학공업,화학제품,페인트,고려페인트,아름다운 자연색상,
ACA00068.wma,,노루표,화학공업,화학제품,페인트,노루표페인트,그림처럼 멋있는 집,
ACA00070.wma,,아그파코리아(주),화학공업,화학제품,필름,아그파맵시,피름의 제3세대,
ACA00071.wma,,한국코닥(주),화학공업,화학제품,필름,코닥필름,우린언제나,
radio2000_006.mp3,,한국전지(주),화학공업,화학제품,밧데리,아트라스 로열,그냥 배터리가 아니다,선연커뮤니케이션즈
ABA00054.wma,1993,성창,"건설,건재 및 부동산",건재,도벽 및 바닥재,하투두,온돌마루,(주)제일기획
ABA00055.wma,1994,성창,"건설,건재 및 부동산",건재,도벽 및 바닥재,하투두,자외선까지흡수해주는,(주)제일기획
ABA00083.wma,1994,한화종합화학,"건설,건재 및 부동산",건재,도벽 및 바닥재,크리스탈,집단장,삼희기획
ABA00085.wma,1994,한화종합화학,"건설,건재 및 부동산",건재,도벽 및 바닥재,크리스탈,집안이확산다,삼희기획
AFA00046.wma,1995,월드타운주식회사,"건설,건재 및 부동산",부동산 임대 및 매매,상가 임대 및 매매,월드타운,전문쇼핑센터,
radio2000_153.mp3,,(주)남양주택건설,"건설, 건재 및 부동산",부동산 임대 및 매매,아파트 임대 및 매매,남양사이버임대아파트,"23평이 보증금 1750만원에 초고속 인터넷, 베란다 샷시까지",I.P.S
radio2000_154.mp3,,(주)대림건설,"건설, 건재 및 부동산",부동산 임대 및 매매,아파트 임대 및 매매,e-편한세상 1,여자들이 편해져요,(주)대홍기획
radio2000_155.mp3,,(주)대림건설,"건설, 건재 및 부동산",부동산 임대 및 매매,아파트 임대 및 매매,e-편한세상 2,첨단과 함께 편한세상,(주)대홍기획
radio2000_157.mp3,,삼성물산(주),"건설, 건재 및 부동산",부동산 임대 및 매매,아파트 임대 및 매매,래미안안양분양,레미안이 온다,(주)제일기획
radio2000_158.mp3,,삼성중공업(주),"건설, 건재 및 부동산",부동산 임대 및 매매,아파트 임대 및 매매,삼성쉐르빌,행복까지 맞춰드리는 곳,(주)하쿠호도제일
radio2000_160.mp3,,홍익종합개발(주),"건설, 건재 및 부동산",부동산 임대 및 매매,아파트 임대 및 매매,안성홍익골든빌(홍익골든빌분양편),아파트 분양,
radio2000_161.mp3,,에스케이건설(주),"건설, 건재 및 부동산",부동산 임대 및 매매,아파트 임대 및 매매,SK VIEW,우리나라 여자들도 아름다운 아파트에 살 권리가 있다,대종기획
radio2000_218.mp3,,우림건설(주),"건설, 건재 및 부동산","건설, 건재 및 부동산 기타","건설, 건재 및 부동산 기업PR",우림,"인테리어의 새바람, 감각적 공간연출",(주)문화비젼
A3000031.wma,,(주)서전,유통,"소형, 소매유통",안경점,서전안경,남다른 품위,(주)오리콤
A6000100.wma,,나산백화점,유통,대형유통,백화점,나산패션상품권,패션을 이한장에,SMS
A6000232.wma,,(주)아트박스,유통,"소형, 소매유통",팬시점,아트박스배낭,깜찍한디자인,(주)제일기획
A6A00222.wma,,(주)가우디,유통,"소형, 소매유통",팬시점,가우디,서면점,(주)대홍기획
AAA00001.wma,,서부산자동차매매단지,유통,대형유통,자동차 테마점,서부산자동차매매단지,새로운기준,
ABA00019.wma,1994,바니랜드(서울),유통,"소형, 소매유통",팬시점,바니랜드,완구종합백화점,
AFA00001.wma,1991,(주)희망백화점,유통,대형유통,백화점,인천희망백화점7주년,7주년,
AFA00002.wma,1991,(주)희망백화점,유통,대형유통,백화점,인천희망백화점 송년,한해를 보내며,
AFA00008.wma,1992,(주)희망백화점,유통,대형유통,백화점,인천희망백화점,가족과 함께,
AFA00009.wma,1992,(주)희망백화점,유통,대형유통,백화점,인천희망백화점,가을세일,
AFA00011.wma,1992,동아씨티,유통,대형유통,백화점,동아씨티,성탄과세일,
AFA00012.wma,1993,(주)희망백화점,유통,대형유통,백화점,인천희망백화점,봄세일,
AFA00013.wma,1993,(주)희망백화점,유통,대형유통,백화점,인천희망백화점,고향으로가는마음,
AFA00014.wma,1993,(주)희망백화점,유통,대형유통,백화점,인천희망백화점,겨울나라,
AFA00015.wma,1993,(주)희망백화점,유통,대형유통,백화점,인천희망백화점,알찬새해,
AFA00016.wma,1993,(주)희망백화점,유통,대형유통,백화점,인천희망백화점,겨울정기바겐세일,
AFA00017.wma,1994,(주)희망백화점,유통,대형유통,백화점,인천희망백화점,설날,
AFA00018.wma,1994,(주)희망백화점,유통,대형유통,백화점,인천희망백화점,봄,
AFA00019.wma,,(주)희망백화점,유통,대형유통,백화점,인천희망백화점,가정의달,
AFA00021.wma,1994,진흥기업(주)부산백화점,유통,대형유통,백화점,부산백화점,가을상품창고대방출,
AFA00022.wma,1994,진흥기업(주)부산백화점,유통,대형유통,백화점,부산백화점,장미축제,
AFA00023.wma,,(주)희망백화점,유통,대형유통,백화점,인천희망백화점,가을정기대바겐세일,
AFA00024.wma,1994,진흥기업(주)부산백화점,유통,대형유통,백화점,부산백화점,가을정기바겐세일,
AFA00025.wma,1994,진흥기업(주)부산백화점,유통,대형유통,백화점,부산백화점,추동상품이벤트,
AFA00026.wma,1994,진흥기업(주)부산백화점,유통,대형유통,백화점,부산백화점,자선바자회,
AFA00027.wma,1994,진흥기업(주)부산백화점,유통,대형유통,백화점,부산백화점,겨울인기상품개막전,
AFA00028.wma,1994,진흥기업(주)부산백화점,유통,대형유통,백화점,부산백화점,겨울염가창고대개방,
AFA00029.wma,1994,진흥기업(주)부산백화점,유통,대형유통,백화점,부산백화점,카드회원우대전,
AFA00030.wma,1994,진흥기업(주)부산백화점,유통,대형유통,백화점,부산백화점,11주년,
AFA00031.wma,,(주)희망백화점,유통,대형유통,백화점,인천희망백화점,94마지막바겐세일,
AFA00032.wma,,진흥기업(주)부산백화점,유통,대형유통,백화점,부산백화점,94정기바겐세일,
AFA00033.wma,,(주)희망백화점,유통,대형유통,백화점,인천희망백화점,94년마감,
AFA00034.wma,,진흥기업(주)부산백화점,유통,대형유통,백화점,부산백화점,자선바자,
AFA00035.wma,1994,진흥기업(주)부산백화점,유통,대형유통,백화점,부산백화점,성탄대축제,
AFA00036.wma,1994,진흥기업(주)부산백화점,유통,대형유통,백화점,부산백화점,송년감사,
AFA00037.wma,1994,(주)희망백화점,유통,대형유통,백화점,인천희망백화점,을해년새해,
AFA00038.wma,1994,(주)희망백화점,유통,대형유통,백화점,인천희망백화점,새해첫세일,
AFA00039.wma,1994,진흥기업(주)부산백화점,유통,대형유통,백화점,부산백화점,신년첫바겐세일,
AFA00040.wma,1995,진흥기업(주)부산백화점,유통,대형유통,백화점,부산백화점,겨울상품균일가전,
AFA00041.wma,1995,(주)희망백화점,유통,대형유통,백화점,인천희망백화점,설날,
AFA00042.wma,1995,진흥기업(주)부산백화점,유통,대형유통,백화점,부산백화점,지하염가매장,
AFA00043.wma,1995,(주)희망백화점,유통,대형유통,백화점,인천희망백화점,95봄정기세일,
AFA00044.wma,1995,진흥기업(주)부산백화점,유통,대형유통,백화점,부산백화점,봄정기바겐세일,
AFA00045.wma,1995,진흥기업(주)부산백화점,유통,대형유통,백화점,부산백화점,장애인합동결혼바자회,
AFA00047.wma,1995,진흥기업(주)부산백화점,유통,대형유통,백화점,부산백화점,봄마감특별기획,
AFA00048.wma,1995,(주)희망백화점,유통,대형유통,백화점,인천희망백화점,5월감사의달,
AFA00049.wma,1995,진흥기업(주)부산백화점,유통,대형유통,백화점,부산백화점,사랑의선물대축제,
AFA00050.wma,1995,진흥기업(주)부산백화점,유통,대형유통,백화점,부산백화점,감사의선물,
AFA00051.wma,1995,진흥기업(주)부산백화점,유통,대형유통,백화점,부산백화점,여름결산균일가,
AFA00052.wma,,(주)희망백화점,유통,대형유통,백화점,인천희망백화점,풍요로움을찾는다,
AFA00053.wma,1995,진흥기업(주)부산백화점,유통,대형유통,백화점,부산백화점,가을맞이패션재안전,
AFA00055.wma,,진흥기업(주)부산백화점,유통,대형유통,백화점,부산백화점,한가위사은대잔치,
AFA00056.wma,1995,(주)희망백화점,유통,대형유통,백화점,인천희망백화점,가을,
AFA00057.wma,1995,진흥기업(주)부산백화점,유통,대형유통,백화점,부산백화점,가을유명브렌드실속상품,
AFA00058.wma,1995,(주)희망백화점,유통,대형유통,백화점,인천희망백화점,고객과함께,
AFA00059.wma,1995,(주)희망백화점,유통,대형유통,백화점,인천희망백화점,가을바겐세일,
AFA00060.wma,1995,진흥기업(주)부산백화점,유통,대형유통,백화점,부산백화점,가을정기바겐세일,
AFA00062.wma,1995,진흥기업(주)부산백화점,유통,대형유통,백화점,부산백화점,우수협력업체,
AFA00063.wma,1995,진흥기업(주)부산백화점,유통,대형유통,백화점,부산백화점,창사15주년기념,
AFA00064.wma,1995,진흥기업(주)부산백화점,유통,대형유통,백화점,부산백화점,카드회원우대전,
AFA00065.wma,1995,진흥기업(주)부산백화점,유통,대형유통,백화점,부산백화점,개점12주년,
AFA00066.wma,1995,진흥기업(주)부산백화점,유통,대형유통,백화점,부산백화점,우수협력업체전,
AFA00067.wma,,(주)희망백화점,유통,대형유통,백화점,인천희망백화점,따뜻한마음,
AFA00068.wma,1995,진흥기업(주)부산백화점,유통,대형유통,백화점,부산백화점,가을정기바겐세일,
AFA00069.wma,,(주)희망백화점,유통,대형유통,백화점,인천희망백화점,을해년,
AFA00070.wma,,진흥기업(주)부산백화점,유통,대형유통,백화점,부산백화점,크리스마스A,
AFA00071.wma,,진흥기업(주)부산백화점,유통,대형유통,백화점,부산백화점,크리스마스B,
AFA00072.wma,1995,진흥기업(주)부산백화점,유통,대형유통,백화점,부산백화점A,95년한해1,
AFA00073.wma,1995,진흥기업(주)부산백화점,유통,대형유통,백화점,부산백화점B,95년한해2,
AFA00074.wma,1995,(주)뉴코아,유통,대형유통,백화점,뉴코아,평택점,
AFA00075.wma,,진흥기업(주)부산백화점,유통,대형유통,백화점,부산백화점,신년첫바겐세일,
AFA00076.wma,1995,(주)희망백화점,유통,대형유통,백화점,인천희망백화점,새해첫정기대바겐세일1,
AFA00077.wma,1995,(주)희망백화점,유통,대형유통,백화점,인천희망백화점,새해첫정기대바겐세일2,
AFA00078.wma,1995,진흥기업(주)부산백화점,유통,대형유통,백화점,부산백화점,새해우수협력업체전,
AFA00079.wma,1996,진흥기업(주)부산백화점,유통,대형유통,백화점,부산백화점,겨울마감인기상품총집합,
AFA00081.wma,1996,진흥기업(주)부산백화점,유통,대형유통,백화점,부산백화점,새봄맞이창고대방출,
AFA00082.wma,1969,진흥기업(주)부산백화점,유통,대형유통,백화점,부산백화점,설날큰잔치,
AFA00083.wma,,(주)희망백화점,유통,대형유통,백화점,인천희망백화점,설날,
AFA00084.wma,,(주)희망백화점,유통,대형유통,백화점,인천희망백화점,봄,
AFA00085.wma,1996,진흥기업(주)부산백화점,유통,대형유통,백화점,부산백화점,새봄새출발,
AFA00086.wma,,진흥기업(주)부산백화점,유통,대형유통,백화점,부산백화점,카드회원우대전,
AFA00087.wma,,(주)희망백화점,유통,대형유통,백화점,인천희망백화점,창립17주년,
AFA00088.wma,1996,진흥기업(주)부산백화점,유통,대형유통,백화점,부산백화점,봄상품창고대개방,
AFA00089.wma,,진흥기업(주)부산백화점,유통,대형유통,백화점,부산백화점,신가격창고대축제,
AFA00090.wma,,진흥기업(주)부산백화점,유통,대형유통,백화점,부산백화점,혼수용품,
AFA00091.wma,1996,진흥기업(주)부산백화점,유통,대형유통,백화점,부산백화점,사랑의선물축제,
AFA00092.wma,1996,진흥기업(주)부산백화점,유통,대형유통,백화점,부산백화점,스승의은혜,
AFA00093.wma,,(주)희망백화점,유통,대형유통,백화점,인천희망백화점,가정의달,
AFA00094.wma,1996,진흥기업(주)부산백화점,유통,대형유통,백화점,부산백화점,5층매장확장기념,
AFA00095.wma,1996,진흥기업(주)부산백화점,유통,대형유통,백화점,부산백화점,여름브렌드실속가제안,
AFA00096.wma,1996,(주)희망백화점,유통,대형유통,백화점,인천희망백화점,여름,
AFA00097.wma,1996,진흥기업(주)부산백화점,유통,대형유통,백화점,부산백화점,신용카드우대전,
AFA00098.wma,1996,진흥기업(주)부산백화점,유통,대형유통,백화점,부산백화점,불우이웃장학기금마련,
AFA00099.wma,1996,진흥기업(주)부산백화점,유통,대형유통,백화점,부산백화점,상반기결산인기상품,
AFA00100.wma,,진흥기업(주)부산백화점,유통,대형유통,백화점,부산백화점,여름인기상품총집합,
AFA00101.wma,1996,진흥기업(주)부산백화점,유통,대형유통,백화점,부산백화점,여름정기바겐세일,
AFA00102.wma,1996,(주)희망백화점,유통,대형유통,백화점,인천희망백화점,여름정기바겐세일,
AFA00103.wma,,진흥기업(주)부산백화점,유통,대형유통,백화점,부산백화점,96여름상품창고대개방,
AFA00104.wma,,(주)희망백화점,유통,대형유통,백화점,인천희망백화점,희망백화점으로오세요,
AFA00106.wma,,(주)희망백화점,유통,대형유통,백화점,인천희망백화점,기다림반가움,
AFA00107.wma,1996,(주)희망백화점,유통,대형유통,백화점,인천희망백화점,초대형대바겐세일,
AFA00109.wma,1996,(주)희망백화점,유통,대형유통,백화점,인천희망백화점,장갑편,
AFA00110.wma,1996,(주)희망백화점,유통,대형유통,백화점,인천희망백화점,96월동대바겐세일,
AFA00111.wma,,진흥기업(주)부산백화점,유통,대형유통,백화점,부산백화점,지하식품매장확장,
AFA00112.wma,,진흥기업(주)부산백화점,유통,대형유통,백화점,부산백화점,크리스마스축하상품전,
AFA00113.wma,,홈코아빌딩,유통,"소형, 소매유통","소형,소매유통 기타",홈코아,필요한것다있어요,
AFA00114.wma,,(주)희망백화점,유통,대형유통,백화점,인천희망백화점,신년하례,
AFA00115.wma,,진흥기업(주)부산백화점,유통,대형유통,백화점,부산백화점,신년하례,
AFA00116.wma,,(주)희망백화점,유통,대형유통,백화점,인천희망백화점,겨울정기대바겐세일,
AFA00117.wma,,진흥기업(주)부산백화점,유통,대형유통,백화점,부산백화점,새해첫유명브랜드,
AFA00118.wma,,진흥기업(주)부산백화점,유통,대형유통,백화점,부산백화점,신년첫바겐세일,
AFA00119.wma,,진흥기업(주)부산백화점,유통,대형유통,백화점,부산백화점,겨울인기상품마감전,
AFA00120.wma,,진흥기업(주)부산백화점,유통,대형유통,백화점,부산백화점,설날사은큰잔치,
AFA00121.wma,,(주)희망백화점,유통,대형유통,백화점,인천희망백화점,설날사은큰잔치,
AFA00122.wma,,대전문구센타,유통,"소형, 소매유통",팬시점,대전문구센타,빨리개학했으면,
AFA00124.wma,,진흥기업(주)부산백화점,유통,대형유통,백화점,부산백화점,새학년새출발,
AFA00125.wma,,(주)희망백화점,유통,대형유통,백화점,인천희망백화점,봄을맞이하세요,
AFA00126.wma,,(주)희망백화점,유통,대형유통,백화점,인천희망백화점,창립18주년기념,
AFA00127.wma,,(주)희망백화점,유통,대형유통,백화점,인천희망백화점,창립18주년기념,
AFA00128.wma,,진흥기업(주)부산백화점,유통,대형유통,백화점,부산백화점,우수중소기업초청전,
AFA00129.wma,,진흥기업(주)부산백화점,유통,대형유통,백화점,부산백화점,봄인기상품창고대개방,
AFA00130.wma,1997,진흥기업(주)부산백화점,유통,대형유통,백화점,부산백화점,유명브렌드쇼핑챤스,
AFA00131.wma,1997,파라다이스면세백화점,유통,대형유통,백화점,파라다이스면세백화점,쇼핑까지건전하게,
AFA00132.wma,,(주)희망백화점,유통,대형유통,백화점,인천희망백화점,봄정기대바겐세일,
AFA00133.wma,1997,진흥기업(주)부산백화점,유통,대형유통,백화점,부산백화점,세일히트상품앙코르전,
AFA00134.wma,1997,진흥기업(주)부산백화점,유통,대형유통,백화점,부산백화점,보상판매대전,
AFA00135.wma,,진흥기업(주)부산백화점,유통,대형유통,백화점,부산백화점,여름신상품,
AFA00136.wma,,(주)희망백화점,유통,대형유통,백화점,인천희망백화점,여름이미지,
AFA00137.wma,,진흥기업(주)부산백화점,유통,대형유통,백화점,부산백화점,인기상품창고대방출,
AFA00138.wma,,동성컴퓨터몰,유통,"소형, 소매유통",전자대리점,동성컴퓨터몰,최상의시스템,
AFA00139.wma,,진흥기업(주)부산백화점,유통,대형유통,백화점,부산백화점,카드회원우대전,
AFA00140.wma,,진흥기업(주)부산백화점,유통,대형유통,백화점,부산백화점,시원한상품대전,
AFA00141.wma,,진흥기업(주)부산백화점,유통,대형유통,백화점,부산백화점,상반기결산19대빅뉴스,
AFA00142.wma,1997,(주)희망백화점,유통,대형유통,백화점,인천희망백화점,여름정기대바겐세일,
AFA00143.wma,,홈코아빌딩,유통,"소형, 소매유통","소형,소매유통 기타",국일빌딩홈코아,주방자재는물론,
AFA00144.wma,,진흥기업(주)부산백화점,유통,대형유통,백화점,부산백화점,봄정기대바겐세일,
AFA00145.wma,1992,(주)뉴코아,유통,대형유통,백화점,뉴코아,산지직송체계,뉴코아종합기획
AFA00146.wma,1992,(주)뉴코아,유통,대형유통,백화점,과천뉴코아백화점,남부수도권문화의새로운핵심,뉴코아종합기획
AFA00147.wma,1992,(주)뉴코아,유통,대형유통,백화점,뉴코아백화점,가을정기바겐세일,뉴코아종합기획
