번호,년도,매체구분,매체,대분류,중분류,소분류,광고주,제품,내용
ogilbi-2845,2001,신문,기타신문,기초재,기초재 기타,기초재 기업PR,아이앤아이스틸(주),기업PR,INI스틸은 세계를 바꾸는 힘입니다
ogilbi-2846,2001,신문,기타신문,기초재,기초재 기타,기초재 기업PR,아이앤아이스틸(주),기업PR,"더 큰 세계로 가는 길, INI스틸이 열겠습니다"
ogilbi-2847,2001,신문,기타신문,기초재,기초재 기타,기초재 기업PR,아이앤아이스틸(주),기업PR,INI스틸의 무대는 세계입니다
ogilbi-2848,2001,신문,기타신문,기초재,기초재 기타,기초재 기업PR,아이앤아이스틸(주),기업PR,세계인의 INI스틸이 되겠습니다
KAA2003 (148),2002,신문,기타신문,기초재,"석탄, 석유 및 가스",연료유,엘지칼텍스정유(주)여,디지털상품권,"고마워요, 시원한 파도소리를 선물해줘서…"
KAA2003 (149),2002,신문,기타신문,기초재,"석탄, 석유 및 가스",연료유,엘지칼텍스정유(주)여,디지털상품권,"고마워요, 곱게 물든 가을을 선물해줘서…"
KAA2003 (150),2002,신문,기타신문,기초재,"석탄, 석유 및 가스",연료유,엘지칼텍스정유(주)여,디지털상품권,"고마워요, 천천히 흐르는 하루를 선물해줘서…"
phnix (349),2002,신문,기타신문,기초재,비금속,비금속 기타,한국호야렌즈(주),호야 핀필,"안경을 벗고, 핀필을 쓰자"
Award2003-202,2003,신문,기타신문,기초재,"석탄, 석유 및 가스",윤활유,SK(주),지크XQ,지크XQ 고급차 엔진오일-송강호
KAA2004 (015),2003,신문,기타신문,기초재,전력 및 열,전력 및 열 기타,한국수력원자력(주),원전수거물관리센터,"단, 1밀리렘(연간) 보이는 것만이 진실입니다"
KAA2005 (248),2004,신문,기타신문,기초재,"석탄, 석유 및 가스",연료유,현대오일뱅크(주)서울지점,Tuning,Tuning
KAA2005 (249),2004,신문,기타신문,기초재,"석탄, 석유 및 가스",연료유,현대오일뱅크(주)서울지점,카젠,카젠을 넣는 순간 당신의 자동차는 놀라울 만큼 달라집니다. 경험해보세요
삼신다이아몬드,2005,신문,기타신문,기초재,비금속,비금속 제품조합,(주)삼신다이아몬드,eforever,"캐럿 다이아몬드, 원하는 가격에 드립니다"
삼신다이아몬드_피아니스트2p,2005,신문,기타신문,기초재,비금속,비금속 제품조합,(주)삼신다이아몬드,SAMSHIN CARAT & IDEAL,"나를 빛나게 하는 영원한 클래식, 다이아몬드"
KAA2006 (238),2005,신문,기타신문,기초재,"석탄, 석유 및 가스",연료유,현대오일뱅크(주)서울지점,카젠,카젠이 아니면 버려라
KAA2007 (257),2006,신문,기타신문,기초재,"석탄, 석유 및 가스","석탄, 석유 및 가스 제품종합",에쓰-오일(주),에쓰-오일,100인의 카레이서
Phoenix-897,2006,신문,기타신문,기초재,금속,금속 제품종합,(주)삼신다이아몬드,Delight,Excellence in Design
Phoenix-898,2006,신문,기타신문,기초재,금속,금속 제품종합,(주)삼신다이아몬드,삼신 다이아몬드,특별한 웨딩을 위한 명품 삼신 캐럿 다이아몬드
MM-066,1917,잡지,조선공론(朝鮮公論),식품,유제품,유제품 제품종합,동아목장,기업PR,유제품과 축산물 판매 광고
MM-476,1949,잡지,신경향(新京鄕),식품,제과,캬라멜 및 제리,해태,해태 캬라멜,영양이 풍부한 해태를 신용하십시요
MM-519,1958,잡지,자유공론,식품,조미향신료,감미료,합동화학,당원,설탕대신 당원 광고
장업0743,1996,신문,장업신문,식품,제과,껌,(주)크라운제과,프리스크,세상이 시원하게 열린다
yuhan-279,1937,신문,기타신문,식품,유제품,우유,삼영제품조선판매,모리나가 밀크,모리나가 밀크
장업0597,1998,신문,장업신문,식품,제과,껌,세한제약,구청껌,맛있게 씹으면서 가글해요
yuhan-230,1936,신문,기타신문,식품,제과,초코릿,명치제과,조코레토,명치 조코레토
SNU-639,1907,신문,황성신문,식품,유제품,우유,(주)한국축산유통,,한국축산㈜ 우유광고
장업0143,1998,신문,장업신문,식품,건강식품,건강보조식품,(주)한국로슈,네이쳐스웨이,세계적인 재약회사 로슈의 건강식품
장업0755,1995,신문,장업신문,식품,제과,캬라멜 및 제리,삼익제약(주),키디,키디 중국대륙 진출
SNU-355,1902,신문,제국신문,식품,유제품,우유,수례보험회사,,상품우유광고
yuhan-266,1937,신문,기타신문,식품,농산품,기타 농산가공품,(주)유한양행,도옥의과실,"백도 황도 후루-쓰 사라다, 후루쓰-폰치"
장업1999,1991,신문,장업신문,식품,건강식품,다이어트 식품,한국센트랄제약(주),푸링가을,페중오버그냥둘건가
장업0437,1996,신문,장업신문,식품,건강식품,다이어트 식품,(주)한독약품,다이어트라 쉐이크,약국경영에 활력소가 되도록 노력하겠습니다
장업0501,1999,신문,장업신문,식품,제과,캔디,제일약품(주),HALLS,새로워진 호올스
yuhan-275,1937,신문,기타신문,식품,제과,캔디,풍국제과,마라손왕,자양과자 마라손왕
SNU-683,1908,신문,황성신문,식품,유제품,우유,(주)한국축산유통,,한국축산㈜ 우유광고
yuhan-250,1936,신문,기타신문,식품,유제품,우유,수리표,수리표우유,수리표우유
장업0706,1996,신문,장업신문,식품,제과,캔디,(주)크라운,호올스,사랑 받는 캔디
yuhan-238,1936,신문,기타신문,식품,유제품,우유,삼영,삼영밀크,삼영밀크
yuhan-239,1936,신문,기타신문,식품,제과,초코릿,명치제과,조코레토,명치 조코레토
SNU-524,1904,신문,황성신문,식품,유제품,우유,대창양행,,대창양행 우유광고
장업0711,1996,신문,장업신문,식품,건강식품,다이어트 식품,제일약품(주),제일센스다이어트,센스 있는 약국이 성공합니다
SNU-139,1907,신문,대한매일신보,식품,유제품,우유,세창양행,,세창양행 우유광고
yuhan-248,1936,신문,기타신문,식품,유제품,우유,삼영,삼영밀크,삼영밀크
yuhan-278,1937,신문,기타신문,식품,조미향신료,감미료,(주)유한양행,아지노모도,모든음식을 맛나게하는 아지노모도
yuhan-282,1937,신문,기타신문,식품,유제품,우유,명치제과,북해도 밀크,북해도 밀크
장업0764,1995,신문,장업신문,식품,건강식품,다이어트 식품,(주)한독약품,다이어트라 쉐이크,다이어트 약사님의 상담이 꼭 필요합니다
장업1942,1991,신문,장업신문,식품,건강식품,다이어트 식품,(주)한독약품,다이어트라,다이어트가 쉬워졌다
SNU-191,1907,신문,대한매일신보,식품,유제품,유제품 제품종합,세창양행,,세창양행 우유/분유광고
장업0208,1998,신문,장업신문,식품,건강식품,건강식품 제품종합,닥터즈 메디코아,AHCC,의약품의 한계를 도전하는 기능성 식품
SNU-072,1908,신문,대한매일신보,식품,유제품,우유,세창양행,,우유광고
yuhan-221,1927,신문,기타신문,식품,농산품,가루식품,금촌양행,고초가루,고초장에는 금촌양행의 고초가루로
조선광고대상0002,1964,신문,조선일보,식품,제빵,"빵, 케익 및 떡",해태,해태밀크빵,우유가 담뿍든 영양빵
조선광고대상0007,1965,신문,조선일보,식품,제과,껌,해태제과식품(주)서울지점,뉴-타잎껌,엄마아빠 같지
조선광고대상0015,1965,신문,조선일보,식품,조미향신료,조미료,(주)미원,미원,아빠가 외식이 잦지 않습니까
중앙광고대상0009,1965,신문,중앙일보,식품,조미향신료,조미료,(주)미원,미원,보다 맛있는 김장의 비결
조선광고대상0020,1966,신문,조선일보,식품,조미향신료,조미료,(주)미원,미원,미원은 값이 쌉니다
중앙광고대상0013,1966,신문,중앙일보,식품,조미향신료,조미료,미풍산업,백설표 미풍,최고급 조미료
중앙일보-0152,1966,신문,중앙일보,식품,조미향신료,조미료,씨제이(주),미원,맛은 잡숴보시고
조선광고대상0039,1967,신문,조선일보,식품,조미향신료,조미료,(주)미원,미원,무우맛이 고기맛같이야 되겠어요
조선광고대상0052,1968,신문,조선일보,식품,제과,초코릿,해태제과식품(주)서울지점,밀크쵸코,남아프리카 향취
조선광고대상0062,1969,신문,조선일보,식품,제과,초코릿,해태,해태쵸코,맛과 영양이 최고인
조선광고대상0069,1969,신문,조선일보,식품,조미향신료,조미료,(주)미원,미원,주부들의 온 정성
조선광고대상0075,1969,신문,조선일보,식품,제과,껌,롯데제과(주),롯데껌,건강한 어린이의 심볼
조선광고대상0077,1969,신문,조선일보,식품,제과,초코릿,해태,해태쵸코,나는 언제나 성공한답니다
조선광고대상0081,1970,신문,조선일보,식품,조미향신료,조미료,(주)미원,미원,뚝베기 보다 미원맛
조선광고대상0093,1970,신문,조선일보,식품,조미향신료,조미료,(주)미원,미원,깜깜한 밤 이라도 미원의 맛은 표가 납니다
조선광고대상0095,1970,신문,조선일보,식품,아이스크림,아이스크림 제품종합,해태제과식품(주)서울지점,해태 훼미리 아이스크림,여름아이스 크림은 이제 옛말입니다
중앙광고대상0034,1970,신문,중앙일보,식품,제과,껌,해태제과식품(주)서울지점,셀렘민트껌,추운 바깥으로 아내십시요
조선광고대상0110,1971,신문,조선일보,식품,조미향신료,조미료,(주)미원,미원,꼬마의 착각
조선광고대상0124,1972,신문,조선일보,식품,제과,비스켓 및 쿠키,롯데제과(주),빠다쿠키,아깝지만 한개쯤은
조선광고대상0125,1972,신문,조선일보,식품,조미향신료,조미료,(주)미원,미원,더욱입맛을 높여주는 미원
조선광고대상0126,1972,신문,조선일보,식품,제과,스낵,해태제과식품(주)서울지점,새우깡,내가 먼저 먹을래
조선광고대상0132,1973,신문,조선일보,식품,제과,초코릿,해태제과식품(주)서울지점,해태쵸코,해태쵸코이 주는 웃음
조선광고대상0140,1973,신문,조선일보,식품,조미향신료,조미료,미풍산업,미풍,맛의풍년
조선광고대상0142,1973,신문,조선일보,식품,조미향신료,조미료,(주)미원,미원,김장하는 계절 군침도는 배추쌈
중앙광고대상0054,1973,신문,중앙일보,식품,식품 기타,식품 기업PR,삼양식품(주),기업PR,미래의 식품을 개발하는 삼양식품 그룹
조선광고대상0157,1974,신문,조선일보,식품,조미향신료,조미료,(주)미원,미원,상추쌈에 고추장이 빠질까
조선광고대상0175,1975,신문,조선일보,식품,제과,껌,해태제과식품(주)서울지점,해태쥬스껌,"입안에 가득,향긋한 주스를"
LG-AD-3295,1975,신문,기타신문,식품,조미향신료,설탕 및 꿀,럭키,옥당,설탕보다 더 달고 경제적인
LG-AD-3391,1975,신문,매일경제신문,식품,조미향신료,조미향신료 기타,럭키,솔비톨,국내생산에 성공
조선광고대상0183,1976,신문,조선일보,식품,아이스크림,스틱 및 바,해태제과식품(주)서울지점,탐나바,아이스크림은 해태
조선광고대상0186,1976,신문,조선일보,식품,조미향신료,조미료,(주)미원,미원,미원을 모르는 단 한사람
조선광고대상0208,1977,신문,조선일보,식품,제과,껌,해태제과식품(주)서울지점,해태 한마음 껌,한마음 세자매
조선광고대상0213,1977,신문,조선일보,식품,조미향신료,조미료,(주)미원,미원,이제는 세계의 미원입니다
조선광고대상0221,1977,신문,조선일보,식품,제과,제과 제품종합,해태제과식품(주)서울지점,해태한마음,당기는 맛 끌리는 마음
조선광고대상0228,1978,신문,조선일보,식품,조미향신료,조미료,(주)미원,미원,반만으로도 충분합니다
조선광고대상0231,1978,신문,조선일보,식품,제과,껌,롯데제과(주),정든껌 롯데껌,알고보니 그 향기는
조선광고대상0236,1978,신문,조선일보,식품,제과,비스켓 및 쿠키,동양제과,라라크래커,온 동네 잔치났네
조선광고대상0237,1978,신문,조선일보,식품,식품 기타,식품 기업PR,(주)한국야쿠르트,기업PR,험난한 여정
중앙광고대상0122,1978,신문,중앙일보,식품,조미향신료,감미료,제일제당,아이미,전혀 새로운 맛 핵산복합조미료 탄생
중앙일보-0140,1978,신문,중앙일보,식품,조미향신료,조미료,씨제이(주),아이미,아이미 탄생
조선광고대상0248,1979,신문,조선일보,식품,조미향신료,조미료,(주)미원,미원,잠깐 조금만 넣으세요
LG-AD-3296,1979,잡지,어깨동무,식품,축산품,건축산품,반도식품,맛나포,나는 맛있고 맛있는 맛징어
조선광고대상0259,1980,신문,조선일보,식품,식품 기타,식품 기업PR,해태제과식품(주)서울지점,기업PR,한국의 껌은 해태 풍선껌에서 시작되었읍니다
조선광고대상0264,1980,신문,조선일보,식품,제과,제과 제품종합,해태제과식품(주)서울지점,들국화,"향기따라 팔랑,님 찾아 팔랑"
조선광고대상0275,1980,신문,조선일보,식품,식품 기타,식품 기업PR,(주)한국야쿠르트,기업PR,나도 저-만큼 클테야
중앙광고대상0154,1980,신문,중앙일보,식품,유제품,이유식,해태유업,해태밀,아들놈이 이쯤은 돼야죠
LG-AD-3297,1980,신문,국제신보,식품,축산품,건축산품,반도식품,맛나포,"맛있고 맛있는 맛징어,맛나포"
LG-AD-3298,1980,신문,중앙일보,식품,식품 기타,식품 기업PR,반도식품,기업PR,빙빙보이가 인사드립니다
조선광고대상0281,1981,신문,조선일보,식품,제과,껌,롯데제과(주),롯데껌,시작은 롯데껌이었다
조선광고대상0285,1981,신문,조선일보,식품,식품 기타,식품 기업PR,(주)한국야쿠르트,기업PR,아주작은 우주선
조선광고대상0286,1981,신문,조선일보,음료 및 기호식품,알콜음료,알콜음료 기타,백화양조,베리나인 골드,한 알의 보리알이 땅에 떨어져
조선광고대상0295,1981,신문,조선일보,식품,제과,제과 제품종합,해태제과식품(주)서울지점,ABBA,젊음의 행진 아바의 행진
중앙광고대상0165,1981,신문,중앙일보,식품,제과,껌,해태제과식품(주)서울지점,한마음,유럽진출1호 껌은 해태껌입니다
중앙광고대상0167,1981,신문,중앙일보,식품,축산품,햄 및 소시지,제일제당,백설햄,피크닉쏘세지가 새로 나왔읍니다
중앙광고대상0171,1981,신문,중앙일보,음료 및 기호식품,기호식품,커피 및 커피믹스,동서식품(주),맥심,맥심은 왜 커피의 역사가 낳은 최대의 명작이라 할까
중앙광고대상0174,1981,신문,중앙일보,식품,유제품,유제품 기타,(주)오뚜기,마요네스,맛에서도 품질에서도 오뚜기가 제일
중앙광고대상0178,1981,신문,중앙일보,식품,유제품,우유,동방유량(주),테트라팩,정말일까요 거짓말 일까요
조선광고대상0306,1982,신문,조선일보,식품,조미향신료,조미료,(주)미원,미원,맛의 명지휘자
